additives_plus_carbs_with_sources_2025_f3ffdfc3
code,name,category,permitted_GB,permitted_NI,permitted_EU,status_notes,child_warning,PKU_warning,polyols_warning,sulphites_allergen_label,origin,overview,typical_uses,effects_summary,effects_verdict,synonyms,matches,ins_number,sources
E163,Anthocyanins,colour,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Anthocyanins used as a colour.,"Confectionery, beverages, desserts, bakery icings.",Generally recognised as safe at permitted use levels.,neutral,,163; anthocyanins,163,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E170,Calcium carbonate,colour/others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,mineral,Calcium carbonate used as a colour.,"Confectionery, beverages, desserts, bakery icings.",Generally recognised as safe at permitted use levels.,neutral,,170; calcium carbonate,170,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E171,Titanium dioxide,colour,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,mineral,Titanium dioxide is an inorganic white pigment providing whiteness and opacity.,"Confectionery, beverages, desserts, bakery icings.",Generally recognised as safe at permitted use levels.,caution,Titanium dioxide; TiO2,171; titanium dioxide,171,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}, {""title"": ""UK COT statement: Titanium dioxide (E171)"", ""url"": ""https://cot.food.gov.uk/Statement%20on%20the%20safety%20of%20Titanium%20Dioxide%20%28E171%29%20as%20a%20Food%20Additive."", ""covers"": ""GB position on TiO2; EU/NI not permitted""}]"
E172,Iron oxides and hydroxides,colour,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,mineral,Iron oxides and hydroxides used as a colour.,"Confectionery, beverages, desserts, bakery icings.",Generally recognised as safe at permitted use levels.,neutral,Iron oxides; Iron hydroxides,172; iron oxides and hydroxides,172,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E173,Aluminium,colour/others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Aluminium used as a colour.,"Confectionery, beverages, desserts, bakery icings.",Generally recognised as safe at permitted use levels.,neutral,,173; aluminium,173,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E174,Silver,colour/others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Silver used as a colour.,"Confectionery, beverages, desserts, bakery icings.",Generally recognised as safe at permitted use levels.,neutral,,174; silver,174,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E175,Gold,colour/others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Gold used as a colour.,"Confectionery, beverages, desserts, bakery icings.",Generally recognised as safe at permitted use levels.,neutral,,175; gold,175,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E180,Litholrubine BK,colour,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Litholrubine BK used as a colour.,"Confectionery, beverages, desserts, bakery icings.",Generally recognised as safe at permitted use levels.,neutral,,180; litholrubine bk,180,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E171,Titanium dioxide,colour,TRUE,FALSE,FALSE,Not permitted in EU/NI since 2022; remains authorised in GB (COT statement).,FALSE,FALSE,FALSE,FALSE,mineral,Titanium dioxide is an inorganic white pigment providing whiteness and opacity.,"Confectionery, beverages, desserts, bakery icings.","Not permitted in: NI, EU. Not permitted in EU/NI since 2022; remains authorised in GB (COT statement).",caution,Titanium dioxide; TiO2,171; titanium dioxide,171,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}, {""title"": ""UK COT statement: Titanium dioxide (E171)"", ""url"": ""https://cot.food.gov.uk/Statement%20on%20the%20safety%20of%20Titanium%20Dioxide%20%28E171%29%20as%20a%20Food%20Additive."", ""covers"": ""GB position on TiO2; EU/NI not permitted""}]"
E128,Red 2G,colour,FALSE,FALSE,FALSE,Suspended/withdrawn in EU/UK since 2007.,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Red 2G used as a colour.,"Confectionery, beverages, desserts, bakery icings.","Not permitted in: GB, NI, EU. Suspended/withdrawn in EU/UK since 2007.",neutral,,128; red 2g,128,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E154,Brown FK (Kipper Brown),colour,FALSE,FALSE,FALSE,Approval withdrawn; not on Union/GB lists.,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Brown FK (Kipper Brown) used as a colour.,"Confectionery, beverages, desserts, bakery icings.","Not permitted in: GB, NI, EU. Approval withdrawn; not on Union/GB lists.",neutral,,154; brown fk; brown fk (kipper brown); kipper brown,154,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E160f,Ethyl ester of beta-apo-8'-carotenic acid,colour,FALSE,FALSE,FALSE,No longer listed (withdrawn).,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Ethyl ester of beta-apo-8'-carotenic acid used as a colour.,"Confectionery, beverages, desserts, bakery icings.","Not permitted in: GB, NI, EU. No longer listed (withdrawn).",neutral,,160f; 8'; apo; carotenic acid; ethyl ester of beta; ethyl ester of beta-apo-8'-carotenic acid,160f,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E200,Sorbic acid,preservative,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Sorbic acid used as a preservative.,"Soft drinks, pickles, sauces, baked goods (varies).",Generally recognised as safe at permitted use levels.,neutral,,200; sorbic acid,200,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E202,Potassium sorbate,preservative,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Potassium sorbate used as a preservative.,"Soft drinks, pickles, sauces, baked goods (varies).",Generally recognised as safe at permitted use levels.,neutral,,202; potassium sorbate,202,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E210,Benzoic acid,preservative,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Benzoic acid used as a preservative.,"Soft drinks, pickles, sauces, baked goods (varies).",Generally recognised as safe at permitted use levels.,neutral,,210; benzoic acid,210,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E211,Sodium benzoate,preservative,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Sodium benzoate used as a preservative.,"Soft drinks, pickles, sauces, baked goods (varies).",Generally recognised as safe at permitted use levels.,neutral,,211; sodium benzoate,211,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E212,Potassium benzoate,preservative,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Potassium benzoate used as a preservative.,"Soft drinks, pickles, sauces, baked goods (varies).",Generally recognised as safe at permitted use levels.,neutral,,212; potassium benzoate,212,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E213,Calcium benzoate,preservative,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Calcium benzoate used as a preservative.,"Soft drinks, pickles, sauces, baked goods (varies).",Generally recognised as safe at permitted use levels.,neutral,,213; calcium benzoate,213,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E214,Ethyl p-hydroxybenzoate,preservative,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Ethyl p-hydroxybenzoate used as a preservative.,"Soft drinks, pickles, sauces, baked goods (varies).",Generally recognised as safe at permitted use levels.,neutral,,214; ethyl p; ethyl p-hydroxybenzoate; hydroxybenzoate,214,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
