id,name,simple_role,what_it_is,why_it_is_used,common_in,child_note,who_should_take_care,headline_risk_or_benefit,region_status_short,rating,quick_advice,vegan,aka_on_labels,sources_primary,last_updated,uk_grade_weight,uk_grade_note
E151,Brilliant Black BN,Colour,"Brilliant Black BN is a colouring ingredient used to make foods look appealing (some are natural extracts, others are synthetic).",Colour appeal or standardisation.,"sweets, drinks, desserts, bakery",Bright synthetic colours can encourage overconsumption; some azo dyes carry an EU behaviour warning.,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Limit,"For kids, prefer naturally coloured options and keep bright colours as occasional treats.",vegan,,"[{""title"": ""EFSA colours re-evaluations"", ""url"": ""https://www.efsa.europa.eu/en/topics/topic/food-colours""}, {""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,12,Colour: brighter synthetics carry higher weight; naturals lower.
E153,Vegetable carbon,Colour,"Vegetable carbon is a colouring ingredient used to make foods look appealing (some are natural extracts, others are synthetic).",Colour appeal or standardisation.,"sweets, drinks, desserts, bakery",Bright synthetic colours can encourage overconsumption; some azo dyes carry an EU behaviour warning.,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Limit,"For kids, prefer naturally coloured options and keep bright colours as occasional treats.",vegan,,"[{""title"": ""EFSA colours re-evaluations"", ""url"": ""https://www.efsa.europa.eu/en/topics/topic/food-colours""}, {""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,8,Colour: brighter synthetics carry higher weight; naturals lower.
E160a,Carotenes,Colour,"Carotenes is a colouring ingredient used to make foods look appealing (some are natural extracts, others are synthetic).",Colour appeal or standardisation.,"sweets, drinks, desserts, bakery",Bright synthetic colours can encourage overconsumption; some azo dyes carry an EU behaviour warning.,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Limit,"For kids, prefer naturally coloured options and keep bright colours as occasional treats.",vegan,,"[{""title"": ""EFSA colours re-evaluations"", ""url"": ""https://www.efsa.europa.eu/en/topics/topic/food-colours""}, {""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,8,Colour: brighter synthetics carry higher weight; naturals lower.
E160b,Annatto,Colour,"Annatto is a colouring ingredient used to make foods look appealing (some are natural extracts, others are synthetic).",Colour appeal or standardisation.,"sweets, drinks, desserts, bakery",Bright synthetic colours can encourage overconsumption; some azo dyes carry an EU behaviour warning.,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Limit,"For kids, prefer naturally coloured options and keep bright colours as occasional treats.",vegan,,"[{""title"": ""EFSA colours re-evaluations"", ""url"": ""https://www.efsa.europa.eu/en/topics/topic/food-colours""}, {""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,8,Colour: brighter synthetics carry higher weight; naturals lower.
E160c,Paprika extract,Colour,"Paprika extract is a colouring ingredient used to make foods look appealing (some are natural extracts, others are synthetic).",Colour appeal or standardisation.,"sweets, drinks, desserts, bakery",Bright synthetic colours can encourage overconsumption; some azo dyes carry an EU behaviour warning.,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Limit,"For kids, prefer naturally coloured options and keep bright colours as occasional treats.",vegan,,"[{""title"": ""EFSA colours re-evaluations"", ""url"": ""https://www.efsa.europa.eu/en/topics/topic/food-colours""}, {""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,8,Colour: brighter synthetics carry higher weight; naturals lower.
E160d,Beta-apo-8′-carotenal,Colour,"Beta-apo-8′-carotenal is a colouring ingredient used to make foods look appealing (some are natural extracts, others are synthetic).",Colour appeal or standardisation.,"sweets, drinks, desserts, bakery",Bright synthetic colours can encourage overconsumption; some azo dyes carry an EU behaviour warning.,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Limit,"For kids, prefer naturally coloured options and keep bright colours as occasional treats.",vegan,,"[{""title"": ""EFSA colours re-evaluations"", ""url"": ""https://www.efsa.europa.eu/en/topics/topic/food-colours""}, {""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,8,Colour: brighter synthetics carry higher weight; naturals lower.
E160e,Beta-apo-8′-carotenoic acid ethyl ester,Colour,"Beta-apo-8′-carotenoic acid ethyl ester is a colouring ingredient used to make foods look appealing (some are natural extracts, others are synthetic).",Colour appeal or standardisation.,"sweets, drinks, desserts, bakery",Bright synthetic colours can encourage overconsumption; some azo dyes carry an EU behaviour warning.,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Limit,"For kids, prefer naturally coloured options and keep bright colours as occasional treats.",vegan,,"[{""title"": ""EFSA colours re-evaluations"", ""url"": ""https://www.efsa.europa.eu/en/topics/topic/food-colours""}, {""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,8,Colour: brighter synthetics carry higher weight; naturals lower.
E161b,Lutein,Colour,"Lutein is a colouring ingredient used to make foods look appealing (some are natural extracts, others are synthetic).",Colour appeal or standardisation.,"sweets, drinks, desserts, bakery",Bright synthetic colours can encourage overconsumption; some azo dyes carry an EU behaviour warning.,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Limit,"For kids, prefer naturally coloured options and keep bright colours as occasional treats.",vegan,,"[{""title"": ""EFSA colours re-evaluations"", ""url"": ""https://www.efsa.europa.eu/en/topics/topic/food-colours""}, {""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,8,Colour: brighter synthetics carry higher weight; naturals lower.
E161g,Canthaxanthin,Colour,"Canthaxanthin is a colouring ingredient used to make foods look appealing (some are natural extracts, others are synthetic).",Colour appeal or standardisation.,"sweets, drinks, desserts, bakery",Bright synthetic colours can encourage overconsumption; some azo dyes carry an EU behaviour warning.,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Limit,"For kids, prefer naturally coloured options and keep bright colours as occasional treats.",vegan,,"[{""title"": ""EFSA colours re-evaluations"", ""url"": ""https://www.efsa.europa.eu/en/topics/topic/food-colours""}, {""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,8,Colour: brighter synthetics carry higher weight; naturals lower.
E162,Beetroot red,Colour,"Beetroot red is a colouring ingredient used to make foods look appealing (some are natural extracts, others are synthetic).",Colour appeal or standardisation.,"sweets, drinks, desserts, bakery",Bright synthetic colours can encourage overconsumption; some azo dyes carry an EU behaviour warning.,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Limit,"For kids, prefer naturally coloured options and keep bright colours as occasional treats.",vegan,,"[{""title"": ""EFSA colours re-evaluations"", ""url"": ""https://www.efsa.europa.eu/en/topics/topic/food-colours""}, {""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,8,Colour: brighter synthetics carry higher weight; naturals lower.
E163,Anthocyanins,Colour,"Anthocyanins is a colouring ingredient used to make foods look appealing (some are natural extracts, others are synthetic).",Colour appeal or standardisation.,"sweets, drinks, desserts, bakery",Bright synthetic colours can encourage overconsumption; some azo dyes carry an EU behaviour warning.,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Limit,"For kids, prefer naturally coloured options and keep bright colours as occasional treats.",vegan,,"[{""title"": ""EFSA colours re-evaluations"", ""url"": ""https://www.efsa.europa.eu/en/topics/topic/food-colours""}, {""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,8,Colour: brighter synthetics carry higher weight; naturals lower.
E170,Calcium carbonate,Colour,"Calcium carbonate is a colouring ingredient used to make foods look appealing (some are natural extracts, others are synthetic).",Colour appeal or standardisation.,"sweets, drinks, desserts, bakery",Bright synthetic colours can encourage overconsumption; some azo dyes carry an EU behaviour warning.,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Limit,"For kids, prefer naturally coloured options and keep bright colours as occasional treats.",vegan,,"[{""title"": ""EFSA colours re-evaluations"", ""url"": ""https://www.efsa.europa.eu/en/topics/topic/food-colours""}, {""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,8,Colour: brighter synthetics carry higher weight; naturals lower.
E172,Iron oxides and hydroxides,Colour,"Iron oxides and hydroxides is a colouring ingredient used to make foods look appealing (some are natural extracts, others are synthetic).",Colour appeal or standardisation.,"sweets, drinks, desserts, bakery",Bright synthetic colours can encourage overconsumption; some azo dyes carry an EU behaviour warning.,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Limit,"For kids, prefer naturally coloured options and keep bright colours as occasional treats.",vegan,,"[{""title"": ""EFSA colours re-evaluations"", ""url"": ""https://www.efsa.europa.eu/en/topics/topic/food-colours""}, {""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,8,Colour: brighter synthetics carry higher weight; naturals lower.
